age,body_type,diet,drinks,drugs,height,sex,smokes
21,average,anything,socially,never,62.0,f,no
56,average,anything,rarely,never,66.0,f,no
25,athletic,anything,socially,never,70.0,f,no
37,athletic,anything,socially,never,62.0,f,no
29,average,anything,socially,never,70.0,m,no
64,fit,anything,socially,never,62.0,f,no
33,used up,vegetarian,rarely,sometimes,70.0,f,no
31,average,anything,rarely,never,73.0,m,no
31,athletic,anything,socially,never,80.0,m,no
47,fit,anything,socially,never,77.0,m,no
30,fit,anything,socially,never,70.0,f,no
28,average,vegetarian,socially,never,77.0,m,no
29,average,anything,socially,never,77.0,m,no
47,athletic,anything,rarely,sometimes,76.0,m,no
33,average,anything,rarely,never,78.0,m,no
50,fit,anything,rarely,never,76.0,m,no
53,athletic,anything,socially,never,76.0,m,no
28,full figured,anything,socially,sometimes,80.0,m,no
38,average,anything,socially,never,82.0,m,no
28,used up,anything,socially,never,75.0,m,no
48,athletic,kosher,socially,never,76.0,m,no
27,a little extra,anything,socially,never,76.0,m,no
45,athletic,anything,socially,never,74.0,m,no
38,athletic,anything,socially,never,77.0,m,no
22,fit,vegetarian,socially,never,75.0,m,no
60,average,anything,socially,never,67.0,f,no
55,fit,anything,socially,never,77.0,m,no
50,athletic,vegetarian,socially,never,76.0,m,no
48,athletic,anything,socially,never,70.0,m,no
51,thin,anything,socially,never,78.0,m,no
36,thin,anything,socially,never,76.0,m,no
37,athletic,anything,very often,never,71.0,f,no
57,average,anything,rarely,never,75.0,m,no
25,skinny,anything,socially,sometimes,72.0,m,no
29,fit,anything,socially,never,75.0,m,no
44,athletic,other,socially,never,72.0,m,no
45,overweight,anything,socially,never,73.0,m,no
49,average,anything,socially,sometimes,77.0,m,no
27,thin,anything,socially,never,68.0,m,no
36,a little extra,anything,not at all,never,64.0,f,no
44,athletic,anything,socially,never,66.0,f,no
39,average,other,socially,sometimes,72.0,m,no
23,average,vegetarian,not at all,never,66.0,f,yes
38,average,vegan,socially,never,69.0,f,sometimes
27,skinny,anything,socially,never,72.0,m,no
23,athletic,anything,often,never,69.0,m,no
24,average,anything,socially,never,70.0,m,no
24,fit,anything,socially,never,69.0,m,when drinking
25,thin,anything,often,never,64.0,f,sometimes
31,athletic,anything,socially,never,73.0,m,no
44,average,anything,socially,never,67.0,f,no
28,average,anything,socially,never,70.0,m,no
24,thin,vegetarian,often,sometimes,69.0,m,no
28,average,vegetarian,rarely,never,62.0,f,no
25,average,anything,socially,sometimes,72.0,m,yes
60,curvy,vegetarian,rarely,never,61.0,f,no
30,average,anything,socially,never,67.0,f,no
25,average,other,often,never,72.0,m,no
45,athletic,vegetarian,socially,never,72.0,m,no
26,athletic,anything,socially,never,65.0,m,no
31,average,anything,socially,never,69.0,f,no
55,thin,vegetarian,socially,never,66.0,m,no
30,fit,anything,socially,sometimes,73.0,m,trying to quit
48,average,anything,socially,never,73.0,m,no
43,fit,anything,socially,never,64.0,m,no
36,average,anything,socially,never,65.0,f,no
21,skinny,anything,socially,never,70.0,f,when drinking
28,curvy,anything,socially,never,60.0,f,no
30,fit,anything,often,never,75.0,m,sometimes
29,fit,anything,socially,never,72.0,m,no
42,thin,anything,socially,never,68.0,m,no
34,thin,anything,socially,never,73.0,m,no
32,average,anything,rarely,never,66.0,m,no
23,a little extra,anything,rarely,never,73.0,m,no
25,athletic,anything,often,never,72.0,m,no
33,athletic,anything,socially,never,68.0,m,no
39,athletic,anything,socially,sometimes,75.0,m,yes
36,athletic,anything,rarely,never,71.0,m,no
23,skinny,anything,rarely,sometimes,63.0,f,trying to quit
27,athletic,anything,socially,sometimes,72.0,m,no
26,thin,vegetarian,not at all,never,74.0,m,no
50,fit,anything,socially,sometimes,72.0,m,no
26,fit,anything,socially,never,68.0,m,no
31,average,anything,often,never,66.0,f,sometimes
29,thin,anything,socially,never,62.0,f,no
27,athletic,anything,often,never,72.0,m,when drinking
26,athletic,anything,socially,never,71.0,m,no
32,fit,anything,socially,sometimes,72.0,m,no
20,thin,anything,often,never,67.0,m,sometimes
29,athletic,anything,socially,never,71.0,m,no
46,average,other,socially,never,65.0,m,no
56,average,anything,rarely,never,64.0,m,no
26,athletic,anything,often,never,66.0,m,no
33,athletic,other,socially,never,61.0,f,no
41,fit,anything,socially,never,73.0,m,no
28,fit,anything,socially,never,66.0,m,no
32,athletic,anything,socially,never,70.0,m,no
24,athletic,anything,socially,never,76.0,m,no
26,fit,anything,socially,never,61.0,f,no
34,curvy,anything,often,never,65.0,f,no
32,athletic,kosher,rarely,never,70.0,m,no
25,curvy,vegetarian,socially,sometimes,68.0,f,sometimes
40,average,anything,socially,never,71.0,m,no
27,fit,anything,socially,sometimes,72.0,m,no
23,skinny,anything,socially,sometimes,72.0,m,trying to quit
31,average,anything,socially,never,72.0,m,trying to quit
52,curvy,other,socially,never,62.0,f,no
36,jacked,other,socially,sometimes,70.0,m,no
34,average,anything,socially,sometimes,69.0,m,sometimes
29,athletic,anything,socially,never,70.0,m,no
40,thin,anything,socially,often,70.0,m,no
22,a little extra,anything,socially,sometimes,75.0,m,sometimes
54,fit,anything,socially,never,65.0,f,no
23,thin,anything,socially,never,72.0,m,no
42,fit,anything,socially,sometimes,78.0,m,no
40,curvy,anything,socially,never,63.0,f,when drinking
28,fit,anything,socially,never,70.0,m,no
38,average,anything,rarely,never,70.0,m,no
28,fit,other,rarely,never,67.0,m,no
28,thin,anything,socially,sometimes,70.0,m,yes
27,average,anything,socially,sometimes,69.0,m,no
24,fit,anything,socially,never,64.0,f,no
21,skinny,anything,not at all,never,72.0,m,no
32,athletic,anything,socially,never,69.0,m,no
56,fit,other,socially,never,63.0,f,no
25,thin,anything,socially,sometimes,71.0,m,no
30,athletic,anything,socially,never,69.0,m,no
53,a little extra,anything,socially,never,66.0,m,no
26,fit,vegetarian,often,sometimes,66.0,m,no
26,average,anything,rarely,never,64.0,f,no
29,skinny,anything,rarely,never,65.0,f,no
34,average,anything,socially,never,62.0,f,no
25,average,anything,socially,never,68.0,f,no
23,average,anything,socially,never,60.0,f,no
27,thin,anything,socially,never,62.0,f,no
31,average,other,socially,never,63.0,f,no
23,thin,anything,socially,never,62.0,f,no
26,skinny,anything,often,sometimes,74.0,m,no
47,fit,other,socially,never,69.0,m,no
47,athletic,anything,socially,never,70.0,m,no
39,athletic,anything,very often,never,69.0,m,no
39,fit,anything,socially,never,71.0,m,no
25,average,anything,socially,never,72.0,m,no
35,fit,anything,socially,never,69.0,f,no
22,fit,anything,socially,never,75.0,m,no
23,curvy,other,socially,never,70.0,f,no
25,athletic,anything,socially,never,68.0,m,no
42,full figured,anything,rarely,never,66.0,f,no
26,fit,anything,socially,never,72.0,m,no
31,fit,anything,not at all,never,72.0,m,no
19,average,anything,rarely,never,69.0,m,no
31,curvy,anything,socially,sometimes,62.0,f,no
24,fit,anything,rarely,never,68.0,m,no
28,athletic,anything,socially,never,70.0,f,no
26,fit,anything,socially,sometimes,69.0,m,no
42,athletic,other,rarely,never,65.0,f,no
32,average,anything,socially,never,65.0,f,no
27,fit,anything,socially,never,72.0,m,no
24,used up,other,not at all,often,81.0,m,no
25,athletic,vegetarian,socially,never,68.0,f,no
30,average,anything,socially,never,71.0,m,no
23,thin,anything,rarely,never,74.0,m,no
26,fit,anything,rarely,never,75.0,m,no
28,fit,other,socially,never,70.0,m,no
25,fit,other,rarely,never,68.0,m,no
22,thin,anything,socially,never,75.0,m,sometimes
29,fit,anything,socially,never,67.0,m,no
55,fit,anything,socially,never,65.0,m,no
60,fit,anything,socially,never,65.0,m,no
23,fit,anything,socially,never,70.0,m,no
33,fit,anything,socially,never,62.0,f,no
38,athletic,anything,socially,never,60.0,f,no
29,fit,anything,rarely,sometimes,70.0,m,sometimes
29,curvy,anything,socially,never,67.0,f,no
34,athletic,anything,socially,never,62.0,f,no
57,fit,anything,socially,never,69.0,f,no
35,thin,vegan,not at all,never,69.0,f,no
31,curvy,anything,socially,sometimes,61.0,f,no
21,fit,other,socially,never,58.0,f,no
53,skinny,anything,not at all,sometimes,74.0,m,no
21,average,anything,socially,never,63.0,f,no
36,fit,vegan,not at all,never,67.0,f,no
29,fit,vegetarian,socially,never,66.0,f,no
41,fit,vegetarian,socially,never,72.0,m,no
41,fit,anything,socially,never,72.0,f,no
44,fit,anything,socially,never,62.0,f,no
26,average,anything,socially,never,64.0,f,no
26,fit,anything,often,sometimes,64.0,f,when drinking
19,overweight,anything,not at all,never,59.0,f,no
39,fit,vegetarian,socially,never,60.0,f,no
34,fit,vegetarian,socially,never,64.0,f,no
24,curvy,vegetarian,socially,never,64.0,f,no
26,full figured,anything,socially,never,63.0,f,no
21,average,halal,not at all,never,70.0,m,no
29,curvy,anything,socially,sometimes,67.0,f,when drinking
33,average,anything,socially,never,64.0,f,no
58,a little extra,anything,socially,never,67.0,f,no
69,average,anything,rarely,never,73.0,m,no
48,average,anything,socially,never,63.0,f,no
29,average,anything,socially,never,66.0,f,no
27,curvy,vegetarian,socially,never,61.0,f,no
25,average,anything,socially,never,65.0,f,when drinking
24,average,vegetarian,socially,never,70.0,m,no
55,curvy,anything,rarely,never,64.0,f,no
36,overweight,anything,often,never,66.0,f,no
56,average,anything,socially,never,67.0,f,no
22,curvy,anything,socially,never,67.0,f,no
48,average,anything,socially,never,64.0,f,no
56,average,anything,socially,never,64.0,f,no
36,average,other,often,never,61.0,f,no
29,athletic,anything,socially,never,67.0,f,no
26,fit,anything,socially,never,65.0,f,no
45,fit,anything,socially,never,69.0,m,no
32,athletic,anything,socially,never,68.0,f,no
37,athletic,other,socially,never,67.0,f,no
31,curvy,vegetarian,socially,never,63.0,f,no
27,thin,anything,socially,never,66.0,f,no
37,curvy,anything,socially,never,71.0,f,sometimes
58,a little extra,anything,socially,never,71.0,m,no
32,a little extra,vegan,socially,never,70.0,f,sometimes
21,athletic,vegetarian,rarely,sometimes,72.0,m,no
25,curvy,anything,rarely,never,63.0,f,trying to quit
42,full figured,anything,often,sometimes,68.0,f,sometimes
28,average,vegetarian,socially,never,62.0,f,no
36,average,anything,socially,never,64.0,f,no
22,athletic,anything,very often,never,70.0,m,yes
56,thin,anything,not at all,never,65.0,f,no
46,curvy,anything,socially,never,66.0,f,yes
29,average,anything,socially,never,64.0,f,no
48,athletic,vegetarian,socially,never,68.0,f,no
27,average,anything,rarely,never,65.0,f,no
35,athletic,anything,very often,sometimes,70.0,m,sometimes
59,athletic,anything,socially,never,69.0,m,no
26,athletic,anything,socially,sometimes,69.0,m,no
19,average,anything,not at all,never,75.0,m,no
35,fit,anything,socially,never,68.0,f,no
60,thin,vegetarian,socially,never,69.0,f,no
20,average,anything,socially,never,70.0,m,yes
42,fit,anything,socially,never,68.0,f,no
26,average,anything,rarely,never,63.0,f,no
44,fit,anything,socially,never,68.0,f,no
37,athletic,anything,socially,never,70.0,m,sometimes
20,skinny,anything,socially,sometimes,68.0,m,no
30,athletic,anything,socially,never,70.0,m,no
29,skinny,anything,socially,never,60.0,f,no
35,fit,anything,socially,sometimes,68.0,f,no
33,curvy,vegetarian,socially,never,61.0,f,no
42,athletic,anything,socially,never,67.0,m,no
28,athletic,other,socially,never,66.0,f,no
27,athletic,anything,socially,never,68.0,m,no
56,athletic,other,not at all,never,59.0,f,no
23,curvy,other,socially,sometimes,67.0,m,no
23,athletic,anything,socially,never,75.0,m,sometimes
22,fit,anything,socially,never,62.0,f,no
46,fit,anything,socially,never,67.0,m,no
35,fit,anything,socially,never,64.0,f,no
37,athletic,anything,often,sometimes,71.0,m,no
30,a little extra,anything,often,never,73.0,m,trying to quit
31,average,vegetarian,often,never,66.0,f,no
47,fit,anything,socially,never,67.0,f,no
27,thin,anything,socially,never,74.0,m,no
31,fit,anything,socially,never,62.0,f,no
56,athletic,anything,rarely,never,64.0,f,no
23,fit,anything,socially,never,68.0,f,no
34,fit,other,socially,never,64.0,f,no
39,athletic,anything,socially,never,65.0,f,no
40,average,anything,socially,never,63.0,f,no
35,thin,anything,socially,never,65.0,f,no
47,average,anything,socially,never,68.0,f,no
28,average,anything,socially,never,68.0,f,when drinking
29,average,vegetarian,socially,never,64.0,f,no
38,curvy,anything,socially,never,67.0,f,no
36,average,anything,socially,never,60.0,f,no
21,a little extra,vegetarian,not at all,never,62.0,f,no
27,athletic,anything,socially,sometimes,78.0,m,no
42,thin,vegetarian,socially,never,61.0,f,no
27,thin,vegan,often,sometimes,71.0,m,no
59,average,anything,not at all,never,63.0,f,no
41,full figured,anything,socially,never,66.0,f,no
30,used up,anything,often,sometimes,70.0,m,no
25,average,anything,socially,never,65.0,m,no
35,average,anything,not at all,never,60.0,f,no
39,a little extra,anything,socially,never,60.0,f,no
58,fit,anything,socially,never,67.0,f,no
58,fit,other,socially,never,61.0,f,no
23,athletic,vegetarian,socially,sometimes,62.0,f,when drinking
43,average,anything,socially,never,66.0,f,no
25,average,anything,socially,never,67.0,f,no
48,curvy,vegetarian,not at all,never,74.0,f,no
56,curvy,anything,socially,never,66.0,f,no
34,skinny,anything,often,never,64.0,f,no
29,average,anything,socially,never,77.0,m,no
44,athletic,anything,socially,sometimes,66.0,f,no
19,athletic,anything,not at all,never,70.0,m,no
55,thin,anything,socially,sometimes,71.0,m,no
27,average,vegetarian,not at all,never,61.0,f,no
28,thin,vegetarian,rarely,never,64.0,f,no
27,athletic,anything,often,never,72.0,m,no
28,athletic,anything,socially,never,72.0,m,no
30,fit,anything,socially,never,66.0,m,no
27,athletic,anything,socially,never,68.0,m,no
37,athletic,anything,socially,never,74.0,m,no
26,athletic,anything,socially,never,73.0,m,no
21,jacked,anything,socially,never,73.0,m,no
34,thin,anything,socially,never,65.0,f,no
33,athletic,anything,often,never,68.0,m,no
48,fit,anything,desperately,never,66.0,m,no
37,fit,vegetarian,rarely,never,62.0,f,no
38,athletic,anything,socially,never,70.0,m,no
48,fit,anything,socially,never,63.0,m,no
28,average,anything,socially,sometimes,64.0,m,no
49,average,vegetarian,rarely,never,67.0,f,no
35,athletic,vegetarian,socially,never,72.0,m,no
28,thin,anything,socially,never,65.0,m,no
25,average,anything,socially,never,70.0,m,no
36,average,anything,not at all,never,74.0,m,no
26,average,anything,socially,never,71.0,m,no
32,average,anything,socially,never,63.0,f,no
35,athletic,anything,socially,never,69.0,m,no
27,fit,anything,socially,never,69.0,m,no
23,fit,anything,socially,never,70.0,m,no
35,fit,vegetarian,socially,never,70.0,m,no
24,average,anything,socially,never,71.0,m,no
37,curvy,anything,socially,never,65.0,f,no
20,athletic,anything,rarely,never,68.0,m,no
30,fit,vegan,often,sometimes,68.0,f,sometimes
36,thin,anything,socially,sometimes,64.0,f,no
29,a little extra,anything,often,never,71.0,m,no
21,average,anything,socially,never,64.0,f,no
59,fit,anything,not at all,never,63.0,f,no
36,fit,vegetarian,socially,never,68.0,f,no
31,fit,anything,not at all,never,69.0,m,no
30,fit,anything,socially,never,69.0,m,no
39,a little extra,anything,rarely,never,69.0,m,when drinking
35,athletic,anything,socially,never,61.0,m,no
36,athletic,vegetarian,socially,never,69.0,f,no
18,skinny,anything,socially,never,70.0,m,no
27,average,anything,socially,never,69.0,m,no
38,fit,anything,socially,never,72.0,m,no
28,athletic,anything,socially,never,73.0,m,no
32,fit,anything,socially,sometimes,67.0,m,sometimes
47,athletic,vegetarian,not at all,never,73.0,m,no
35,athletic,anything,rarely,never,67.0,m,no
48,fit,anything,socially,never,65.0,f,no
30,jacked,anything,socially,never,68.0,m,no
30,average,anything,socially,never,69.0,m,no
38,athletic,anything,socially,sometimes,70.0,m,no
44,fit,anything,socially,sometimes,67.0,m,no
39,athletic,anything,not at all,never,74.0,m,no
26,fit,other,rarely,sometimes,70.0,m,no
35,fit,anything,rarely,never,72.0,m,no
40,average,other,socially,never,62.0,f,no
39,average,anything,rarely,never,73.0,m,no
37,average,anything,socially,never,70.0,m,no
28,fit,anything,socially,never,71.0,m,no
28,average,anything,not at all,never,65.0,f,no
28,fit,anything,often,sometimes,75.0,m,no
29,used up,vegetarian,socially,never,71.0,m,no
45,fit,anything,socially,never,72.0,m,no
35,fit,anything,socially,never,69.0,m,no
29,fit,vegetarian,socially,never,72.0,m,no
21,a little extra,anything,rarely,never,68.0,m,no
22,skinny,anything,often,never,72.0,m,no
23,fit,anything,socially,never,71.0,m,no
25,average,vegetarian,rarely,never,68.0,m,no
22,fit,vegetarian,rarely,never,76.0,m,no
54,fit,vegetarian,often,sometimes,69.0,m,no
29,average,vegetarian,socially,sometimes,66.0,m,sometimes
37,average,vegetarian,socially,never,67.0,f,no
29,thin,anything,socially,never,63.0,f,no
23,average,anything,often,sometimes,67.0,m,no
46,fit,anything,socially,never,63.0,f,no
57,average,anything,socially,never,66.0,f,no
28,average,anything,socially,never,66.0,f,no
35,fit,vegetarian,socially,never,67.0,f,no
37,athletic,anything,socially,never,64.0,f,no
43,athletic,anything,socially,never,69.0,f,no
46,fit,anything,socially,never,65.0,f,no
57,fit,vegetarian,socially,never,66.0,f,no
49,average,anything,socially,never,62.0,f,no
28,average,anything,socially,never,62.0,f,no
32,curvy,anything,rarely,never,68.0,f,no
48,thin,anything,socially,never,68.0,f,no
37,thin,anything,socially,never,63.0,f,no
25,average,anything,socially,never,66.0,f,no
34,athletic,anything,socially,never,69.0,m,no
44,athletic,other,socially,never,72.0,m,no
62,average,anything,often,never,72.0,m,no
56,overweight,anything,not at all,never,66.0,f,no
39,fit,other,socially,never,67.0,f,no
28,athletic,vegetarian,socially,never,84.0,m,when drinking
27,thin,anything,socially,never,61.0,f,no
55,average,anything,socially,never,69.0,m,no
35,average,anything,socially,never,67.0,m,no
32,fit,vegetarian,socially,never,66.0,f,no
53,fit,vegan,rarely,never,67.0,f,no
43,thin,vegetarian,socially,never,62.0,f,no
35,fit,anything,socially,sometimes,69.0,m,no
28,average,anything,socially,never,69.0,m,no
32,used up,anything,socially,sometimes,63.0,f,no
38,fit,anything,socially,never,70.0,f,no
34,athletic,anything,socially,never,68.0,f,no
23,average,anything,socially,never,66.0,m,no
35,athletic,anything,socially,never,72.0,m,no
34,fit,anything,socially,sometimes,63.0,f,no
29,average,anything,rarely,never,68.0,m,no
37,curvy,anything,rarely,never,68.0,m,no
42,fit,anything,socially,never,68.0,f,no
27,fit,anything,socially,never,62.0,f,no
29,fit,anything,socially,never,71.0,f,no
24,average,anything,socially,never,66.0,f,no
32,fit,anything,socially,never,67.0,f,no
31,fit,vegetarian,socially,never,65.0,f,no
29,thin,anything,socially,never,67.0,m,when drinking
33,curvy,anything,rarely,never,64.0,f,no
28,thin,anything,socially,never,66.0,f,no
27,fit,anything,rarely,never,67.0,f,no
29,fit,anything,socially,never,66.0,f,no
56,fit,anything,rarely,never,66.0,f,no
49,thin,anything,socially,never,64.0,f,no
50,a little extra,vegetarian,socially,never,67.0,f,no
36,average,anything,socially,never,67.0,m,no
42,fit,anything,often,never,67.0,m,no
30,fit,anything,socially,never,64.0,f,no
25,average,anything,socially,never,73.0,m,no
44,fit,vegetarian,socially,never,69.0,f,no
61,fit,kosher,socially,never,67.0,f,sometimes
31,average,anything,socially,never,66.0,f,no
41,full figured,anything,socially,never,63.0,f,no
24,fit,anything,socially,never,60.0,f,no
27,curvy,anything,socially,sometimes,60.0,f,no
28,curvy,anything,socially,never,62.0,f,when drinking
41,fit,anything,socially,never,69.0,f,no
20,average,anything,socially,never,62.0,f,no
40,overweight,anything,rarely,never,71.0,m,yes
35,curvy,anything,socially,never,68.0,f,no
24,thin,anything,often,sometimes,64.0,f,sometimes
31,thin,anything,socially,never,67.0,f,no
32,thin,anything,rarely,never,65.0,f,no
36,average,anything,socially,never,64.0,f,no
59,fit,anything,socially,never,64.0,f,no
42,curvy,anything,socially,never,67.0,f,no
40,athletic,anything,socially,never,67.0,f,no
39,athletic,anything,socially,never,70.0,m,no
32,athletic,anything,socially,never,73.0,m,no
34,thin,other,socially,never,67.0,f,when drinking
39,fit,anything,often,sometimes,68.0,m,sometimes
25,average,anything,socially,never,62.0,f,no
39,average,vegetarian,socially,sometimes,68.0,f,sometimes
34,thin,anything,socially,never,62.0,f,no
34,average,anything,socially,never,69.0,f,no
23,fit,anything,socially,never,71.0,f,no
66,full figured,anything,not at all,never,65.0,f,no
36,average,anything,socially,never,74.0,m,sometimes
38,average,anything,socially,never,62.0,f,no
28,average,anything,socially,never,65.0,f,no
20,athletic,vegetarian,socially,never,74.0,m,no
23,average,vegetarian,socially,never,64.0,f,no
40,athletic,anything,rarely,never,66.0,f,no
26,thin,anything,socially,never,66.0,f,no
48,a little extra,anything,rarely,never,65.0,f,no
42,average,anything,often,sometimes,72.0,m,no
28,jacked,anything,socially,never,65.0,m,no
31,athletic,vegetarian,socially,never,66.0,f,no
26,average,anything,socially,never,71.0,m,no
25,average,anything,socially,sometimes,61.0,f,no
41,fit,anything,socially,never,62.0,f,when drinking
25,average,vegetarian,socially,never,70.0,m,no
35,athletic,anything,socially,never,71.0,m,no
28,athletic,halal,socially,never,63.0,m,no
27,thin,anything,socially,never,72.0,m,no
25,fit,anything,socially,never,66.0,m,no
33,athletic,anything,socially,never,70.0,m,no
31,skinny,anything,socially,sometimes,64.0,f,no
22,a little extra,anything,often,sometimes,74.0,m,no
19,average,anything,socially,often,62.0,f,yes
20,average,other,not at all,never,68.0,f,no
36,athletic,anything,socially,never,70.0,m,no
35,athletic,anything,socially,never,63.0,f,no
40,average,anything,socially,never,69.0,f,no
24,average,anything,rarely,never,59.0,f,no
31,full figured,anything,socially,sometimes,66.0,f,no
27,skinny,vegetarian,socially,never,67.0,f,no
45,average,vegetarian,socially,never,64.0,f,no
24,full figured,anything,often,never,74.0,f,when drinking
28,average,anything,socially,never,70.0,m,no
41,average,anything,socially,sometimes,66.0,m,no
32,average,anything,socially,sometimes,66.0,f,when drinking
29,average,anything,rarely,never,62.0,f,no
21,a little extra,anything,socially,never,65.0,f,no
31,fit,halal,socially,sometimes,75.0,m,no
28,average,anything,socially,never,63.0,f,no
51,curvy,anything,socially,never,65.0,f,no
26,average,anything,socially,never,70.0,m,trying to quit
30,fit,anything,very often,never,75.0,m,no
25,fit,anything,socially,never,68.0,f,no
57,curvy,vegetarian,socially,never,68.0,f,no
21,curvy,anything,socially,never,68.0,f,no
33,average,anything,socially,never,72.0,m,no
34,athletic,anything,socially,sometimes,64.0,f,no
35,average,anything,socially,never,66.0,f,trying to quit
25,fit,anything,socially,never,65.0,f,no
29,average,anything,socially,never,63.0,f,no
29,athletic,kosher,socially,never,65.0,f,no
30,athletic,other,very often,sometimes,73.0,m,when drinking
26,fit,anything,socially,never,63.0,f,no
38,average,other,often,sometimes,70.0,m,sometimes
32,a little extra,anything,socially,sometimes,71.0,m,when drinking
31,a little extra,anything,socially,sometimes,72.0,m,sometimes
32,average,anything,socially,never,64.0,f,no
45,athletic,anything,often,never,67.0,f,no
20,average,anything,very often,sometimes,63.0,f,yes
33,thin,anything,socially,never,64.0,f,no
35,curvy,anything,socially,never,66.0,f,no
19,curvy,anything,not at all,never,61.0,f,no
25,average,vegetarian,socially,never,70.0,f,no
24,full figured,vegetarian,socially,never,64.0,f,no
29,thin,anything,socially,never,67.0,f,no
33,thin,anything,socially,never,65.0,f,no
35,athletic,anything,socially,never,73.0,m,no
42,fit,anything,socially,sometimes,66.0,m,yes
23,athletic,anything,socially,never,69.0,m,no
34,thin,other,socially,sometimes,60.0,f,sometimes
54,fit,anything,socially,never,64.0,f,no
47,average,anything,socially,never,71.0,m,no
28,a little extra,vegetarian,socially,sometimes,74.0,m,yes
34,full figured,anything,socially,never,65.0,f,no
31,fit,anything,socially,sometimes,65.0,f,no
40,athletic,anything,socially,sometimes,74.0,m,when drinking
50,full figured,anything,rarely,never,62.0,f,no
25,athletic,other,socially,sometimes,68.0,m,yes
28,fit,anything,socially,never,68.0,f,no
30,athletic,anything,socially,never,78.0,m,no
37,athletic,vegan,not at all,never,66.0,m,no
52,fit,anything,socially,never,72.0,f,no
35,fit,anything,socially,never,64.0,f,no
20,average,anything,not at all,never,67.0,f,no
21,a little extra,anything,socially,never,70.0,m,no
26,average,anything,socially,never,71.0,m,no
21,curvy,anything,socially,never,67.0,f,no
44,fit,anything,socially,never,63.0,m,no
32,curvy,vegetarian,socially,never,63.0,f,no
28,athletic,anything,often,never,73.0,m,no
27,athletic,anything,socially,never,73.0,m,no
31,fit,anything,socially,never,69.0,f,no
25,athletic,vegetarian,socially,never,74.0,m,no
30,athletic,anything,socially,never,68.0,m,no
32,curvy,vegetarian,socially,sometimes,64.0,f,no
22,average,anything,socially,never,71.0,m,no
45,fit,anything,socially,never,74.0,m,no
44,skinny,anything,socially,never,73.0,m,when drinking
33,average,anything,not at all,never,64.0,f,yes
36,curvy,anything,socially,never,60.0,f,no
37,curvy,anything,socially,sometimes,69.0,f,no
32,athletic,other,socially,never,73.0,m,no
24,athletic,anything,socially,never,74.0,m,no
34,fit,anything,socially,never,74.0,m,no
33,athletic,vegetarian,socially,never,67.0,f,no
35,athletic,anything,rarely,never,62.0,f,no
37,average,anything,often,sometimes,76.0,m,no
38,average,anything,socially,never,69.0,m,no
42,overweight,anything,rarely,sometimes,66.0,f,no
40,fit,anything,often,never,73.0,m,no
28,thin,anything,often,sometimes,73.0,m,no
24,average,vegetarian,socially,never,70.0,m,no
29,average,vegetarian,not at all,never,69.0,m,no
33,average,anything,rarely,never,65.0,m,no
22,average,anything,rarely,never,71.0,m,no
21,athletic,other,socially,never,65.0,m,no
22,average,anything,socially,never,70.0,m,no
21,thin,anything,socially,often,74.0,m,sometimes
28,fit,anything,socially,never,69.0,m,no
21,average,anything,often,sometimes,64.0,f,sometimes
31,average,vegetarian,socially,never,68.0,m,no
40,average,anything,desperately,never,73.0,m,no
36,average,anything,rarely,never,64.0,f,no
23,skinny,anything,socially,never,70.0,m,no
32,athletic,anything,rarely,never,72.0,m,no
27,average,anything,socially,never,65.0,f,no
26,skinny,anything,often,sometimes,73.0,m,yes
26,curvy,anything,socially,never,62.0,f,sometimes
35,skinny,anything,socially,never,66.0,f,no
34,fit,vegan,socially,sometimes,71.0,m,no
24,average,vegetarian,socially,never,65.0,f,no
43,fit,anything,socially,never,63.0,f,no
37,a little extra,anything,socially,never,72.0,m,no
32,fit,vegetarian,desperately,never,69.0,m,sometimes
26,average,vegetarian,socially,sometimes,71.0,f,no
24,curvy,anything,socially,never,65.0,f,no
29,athletic,anything,socially,never,66.0,m,sometimes
36,fit,anything,socially,never,64.0,m,no
32,fit,vegetarian,not at all,never,70.0,m,no
24,fit,anything,socially,never,69.0,m,no
20,a little extra,anything,socially,never,68.0,m,sometimes
31,average,anything,socially,never,69.0,m,no
22,skinny,anything,very often,sometimes,70.0,m,when drinking
22,skinny,anything,socially,sometimes,71.0,m,no
51,a little extra,anything,socially,never,69.0,m,no
35,average,anything,rarely,never,69.0,m,no
22,fit,anything,socially,never,66.0,f,no
40,athletic,anything,socially,never,75.0,m,no
26,average,anything,socially,never,70.0,m,no
27,athletic,other,not at all,never,68.0,m,no
24,average,anything,not at all,never,69.0,m,no
42,thin,anything,not at all,never,66.0,f,no
43,average,anything,socially,never,70.0,m,no
34,fit,halal,very often,sometimes,74.0,m,when drinking
50,fit,vegetarian,socially,never,69.0,f,no
23,athletic,other,rarely,often,71.0,m,when drinking
24,skinny,anything,socially,never,70.0,m,no
28,average,anything,socially,never,74.0,m,no
54,fit,anything,socially,never,67.0,f,no
26,thin,anything,socially,never,70.0,m,no
43,fit,anything,rarely,never,76.0,m,no
58,athletic,other,rarely,never,67.0,m,no
52,athletic,anything,socially,never,70.0,m,no
60,fit,anything,socially,never,64.0,f,no
36,athletic,anything,socially,never,67.0,f,no
22,average,anything,rarely,never,64.0,m,no
41,athletic,anything,socially,never,71.0,m,no
20,fit,anything,not at all,never,65.0,m,no
36,fit,anything,socially,sometimes,73.0,m,no
